,Title,select ''Title'' aa union 
144,"As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.","select 144 id,  'As an Applicant, I want to Complete Building Development Project, so that I can receive any posted bond and/or obtain occupancy.' aa union "
145,"As a Customer, I want to Request Inspection, so that a County inspector isAssigned to perform an inspection of my project.","select 145 id,  'As a Customer, I want to Request Inspection, so that a County inspector isAssigned to perform an inspection of my project.' aa union "
146,"As an Inspection Staff member, I want to Create an Inspection, so that I can schedule andAssign the inspection.","select 146 id,  'As an Inspection Staff member, I want to Create an Inspection, so that I can schedule andAssign the inspection.' aa union "
147,"As an Inspection Staff Supervisor, I want toAssign Inspections, so that I can make sure the appropriate Inspector receives the work.","select 147 id,  'As an Inspection Staff Supervisor, I want toAssign Inspections, so that I can make sure the appropriate Inspector receives the work.' aa union "
148,"As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements.","select 148 id,  'As an Inspection Supervisor, I want to Manage Inspector Workload, so that I can meet service level and quality requirements.' aa union "
149,"As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.","select 149 id,  'As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.' aa union "
150,"As an Enforcement Staff member, I want to Issue a Notice of Violation, so that I can provide formal communication to the responsible party.","select 150 id,  'As an Enforcement Staff member, I want to Issue a Notice of Violation, so that I can provide formal communication to the responsible party.' aa union "
151,"As a l Staff member, I want to search for Property information, so that I can obtain allAssociated current and historic owners, permits, and applications.","select 151 id,  'As a l Staff member, I want to search for Property information, so that I can obtain allAssociated current and historic owners, permits, and applications.' aa union "
152,"As a Staff member, I need to be notified when Geospatial attributes change, so that I can ensure that I am reviewing the permit/application to the most current data and appropriate standards.","select 152 id,  'As a Staff member, I need to be notified when Geospatial attributes change, so that I can ensure that I am reviewing the permit/application to the most current data and appropriate standards.' aa union "
153,"As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request.","select 153 id,  'As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request.' aa union "
154,"As a Staff member, I want to create each condo unit, so that I canAssociate it to the child parcel and address after the condominiums are recorded in the system.","select 154 id,  'As a Staff member, I want to create each condo unit, so that I canAssociate it to the child parcel and address after the condominiums are recorded in the system.' aa union "
