Story,Word,Tag
story 142,Staff member,User
story 126,Staff member,User
story 116,Staff member,User
story 108,Staff member,User
story 122,Staff member,User
story 130,Staff member,User
story 132,Staff member,User
story 109,Staff member,User
story 112,Staff member,User
story 117,Staff member,User
story 113,Staff member,User
story 156,Staff member,User
story 114,Staff member,User
story 127,Staff member,User
story 110,Staff member,User
story 426,stakeholder,User
story 1608,stakeholder,User
story 1138,stakeholder,User
story 1136,stakeholder,User
story 1137,stakeholder,User
story 428,stakeholder,User
story 1552,student,User
story 1553,student,User
story 1572,student,User
story 1085,summit coordinator,User
story 1083,summit coordinator,User
story 1084,summit coordinator,User
story 1082,summit coordinator,User
story 731,superuser,User
story 201,superuser,User
story 199,superuser,User
story 200,superuser,User
story 861,supervisor,User
story 821,supervisor,User
story 1847,sys admin,User
story 834,system administrator,User
story 857,system administrator,User
story 802,system administrator,User
story 803,system administrator,User
story 809,systems administrator,User
story 1223,systems administrator,User
story 1554,teachingfacultymember,User
story 431,team member,User
story 488,team member,User
story 490,team member,User
story 430,team member,User
story 460,team member,User
story 467,team member,User
story 442,team member,User
story 485,team member,User
story 458,team member,User
story 484,team member,User
story 495,team member,User
story 470,team member,User
story 438,team member,User
story 424,team member,User
story 444,team member,User
story 496,team member,User
story 440,team member,User
story 155,Technical Staff member,User
story 77,tester,User
story 67,tester,User
story 1052,trainee,User
story 1047,trainee,User
story 1050,trainee,User
story 1053,trainee,User
story 1710,trainer,User
story 1753,trainer,User
story 1707,trainer,User
story 1701,trainer,User
story 1795,trainer,User
story 1706,trainer,User
story 1774,trainer,User
story 1846,trainer,User
story 1794,trainer,User
story 1793,trainer,User
story 1705,trainer,User
story 1845,trainer,User
story 1682,Trainer,User
story 1684,trainer,User
story 1756,trainer,User
story 1752,trainer,User
story 401,trainer,User
story 400,trainer,User
story 356,trainer,User
story 350,trainer,User
story 351,trainer,User
story 355,trainer,User
story 1046,trainer,User
story 1054,trainer,User
story 331,Trainer,User
story 333,trainer,User
story 409,trainer,User
story 422,trainer,User
story 393,trainer,User
story 404,trainer,User
story 359,trainer,User
story 354,trainer,User
story 1744,trainer,User
story 1702,trainer,User
story 1761,trainer,User
story 1044,trainingcoordinator,User
story 1048,trainingcoordinator,User
story 1055,trainingcoordinator,User
story 1051,trainingcoordinator,User
story 1980,UCSD student,User
story 1994,UCSD student,User
story 1993,UCSD student,User
story 1998,UCSD student,User
story 1983,UCSD student,User
story 1984,UCSD student,User
story 1988,UCSD student,User
story 1985,UCSD student,User
story 1987,UCSD student,User
story 1986,UCSD student,User
story 1981,UCSD student,User
story 1982,UCSD student,User
story 1999,UCSD student,User
story 1979,UCSD student,User
story 1995,UCSD student,User
story 1997,UCSD student,User
story 1996,UCSD student,User
story 1992,UCSD student,User
story 1989,UCSD student,User
story 1990,UCSD student,User
story 1991,UCSD student,User
story 10,UI designer,User
story 24,UI designer,User
story 4,UI designer,User
story 5,UI designer,User
story 11,UI designer,User
story 6,UI designer,User
story 2,UI designer,User
story 3,UI designer,User
story 25,UI designer,User
story 22,UI designer,User
story 1948,User (Owner),User
story 1947,User (Owner),User
story 1946,User (Owner),User
story 1199,User,User
story 480,user researcher,User
story 473,user researcher,User
story 492,user researcher,User
story 452,user researcher,User
story 439,user researcher,User
story 433,user researcher,User
story 436,user researcher,User
story 462,user researcher,User
story 479,user researcher,User
story 475,user researcher,User
story 432,user researcher,User
story 896,user,User
story 891,user,User
story 2076,User,User
story 2070,User,User
story 2083,User,User
story 2075,User,User
story 2081,User,User
story 2072,User,User
story 2069,User,User
story 2073,User,User
story 2082,User,User
story 2087,User,User
story 2077,User,User
story 2074,User,User
story 2078,User,User
story 2088,User,User
story 2079,User,User
story 2068,User,User
story 1802,user,User
story 52,user,User
story 872,user,User
story 2091,user,User
story 1359,user,User
story 1211,user,User
story 1196,user,User
story 1210,user,User
story 1206,user,User
story 80,user,User
story 54,user,User
story 53,user,User
story 37,user,User
story 34,user,User
story 2124,user,User
story 2028,user,User
story 1912,User,User
story 19,user,User
story 62,user,User
story 1932,User,User
story 1936,User,User
story 437,user,User
story 2037,user,User
story 2038,user,User
story 1216,user,User
story 163,user,User
story 2106,user,User
story 2104,user,User
story 2102,user,User
story 2097,user,User
story 2166,User,User
story 2167,User,User
story 852,user,User
story 1247,User,User
story 176,user,User
story 2001,user,User
story 2011,user,User
story 158,user,User
story 1318,user,User
story 204,user,User
story 174,user,User
story 1921,User,User
story 1308,user,User
story 2017,user,User
story 2000,user,User
story 171,user,User
story 2002,user,User
story 2016,user,User
story 2004,user,User
story 2003,user,User
story 2015,user,User
story 2041,user,User
story 159,user,User
story 1934,User,User
story 160,user,User
story 164,user,User
story 1319,user,User
story 2090,user,User
story 2117,user,User
story 2006,user,User
story 2005,user,User
story 2042,user,User
story 184,user,User
story 2043,user,User
story 2012,user,User
story 1351,user,User
story 2009,user,User
story 2008,user,User
story 162,user,User
story 249,User,User
story 2089,user,User
story 2040,user,User
story 2039,user,User
story 2020,user,User
story 2007,user,User
story 1892,user,User
story 600,user,User
story 165,user,User
story 166,user,User
story 2014,user,User
story 2013,user,User
story 2010,user,User
story 167,user,User
story 2021,user,User
story 2018,user,User
story 887,user,User
story 1929,User,User
story 1913,User,User
story 839,user,User
story 168,user,User
story 1935,User,User
story 157,user,User
story 782,user,User
story 195,user,User
story 2165,User,User
story 844,user,User
story 2108,user,User
story 2116,user,User
story 801,user,User
story 1958,User,User
story 1916,User,User
story 850,user,User
story 853,user,User
story 854,user,User
story 1922,User,User
story 1945,User,User
story 2100,user,User
story 2098,user,User
story 863,user,User
story 800,user,User
story 798,user,User
story 799,user,User
story 796,user,User
story 797,user,User
story 789,user,User
story 835,user,User
story 1954,User,User
story 825,user,User
story 778,user,User
story 784,user,User
story 1928,User,User
story 64,user,User
story 2111,user,User
story 170,user,User
story 1627,user,User
story 1626,user,User
story 161,user,User
story 175,user,User
story 1917,User,User
story 2122,user,User
story 1961,User,User
story 860,user,User
story 2119,user,User
story 832,user,User
story 1336,user,User
story 38,user,User
story 2118,user,User
story 830,user,User
story 185,user,User
story 602,user,User
story 1897,user,User
story 1933,User,User
story 865,user,User
story 869,user,User
story 599,user,User
story 1896,user,User
story 864,user,User
story 2095,user,User
story 862,user,User
story 858,user,User
story 1923,User,User
story 1633,user,User
story 1632,user,User
story 1630,user,User
story 1631,user,User
story 1338,user,User
story 1369,user,User
story 1366,user,User
story 1389,user,User
story 1382,user,User
story 1337,user,User
story 1334,user,User
story 1333,user,User
story 849,user,User
story 848,user,User
story 194,user,User
story 837,user,User
story 1307,user,User
story 2024,user,User
story 2023,user,User
story 2025,user,User
story 828,user,User
story 827,user,User
story 846,user,User
story 842,user,User
story 807,user,User
story 845,user,User
story 2031,user,User
story 1629,user,User
story 1628,user,User
story 2026,user,User
story 2029,user,User
story 2030,user,User
story 787,user,User
story 2107,user,User
story 2103,user,User
story 2096,user,User
story 2101,user,User
